user_id,product_id,event_type,timestamp,implicit_score
96,329,view,2025-01-23,1
498,753,view,2025-01-16,1
221,657,view,2025-02-13,1
238,356,purchase,2025-03-13,5
94,14,cart,2025-01-14,3
338,389,view,2025-05-17,1
269,71,cart,2025-03-16,3
171,195,view,2025-04-18,1
469,420,view,2025-05-24,1
94,106,view,2025-05-21,1
149,770,purchase,2025-02-05,5
112,196,view,2025-02-13,1
55,145,view,2025-04-10,1
337,732,view,2025-03-22,1
424,350,cart,2025-01-14,3
467,719,purchase,2025-04-03,5
116,471,cart,2025-01-17,3
143,440,cart,2025-04-07,3
201,216,purchase,2025-05-06,5
180,93,cart,2025-02-23,3
202,260,cart,2025-05-06,3
364,575,purchase,2025-05-10,5
479,541,view,2025-05-25,1
53,787,view,2025-01-23,1
471,404,cart,2025-05-09,3
384,484,purchase,2025-01-12,5
180,372,purchase,2025-05-21,5
414,522,cart,2025-01-12,3
417,379,purchase,2025-02-26,5
313,279,view,2025-03-27,1
308,743,view,2025-01-18,1
137,577,view,2025-04-13,1
182,747,view,2025-03-24,1
367,684,view,2025-04-04,1
1,692,view,2025-05-23,1
44,264,view,2025-06-16,1
227,695,purchase,2025-03-19,5
331,717,view,2025-03-14,1
98,424,purchase,2025-06-10,5
208,625,purchase,2025-06-25,5
265,213,view,2025-05-13,1
288,671,view,2025-03-29,1
271,100,cart,2025-01-08,3
140,112,cart,2025-05-27,3
481,308,view,2025-06-29,1
237,678,view,2025-01-12,1
462,475,view,2025-03-13,1
441,548,view,2025-05-16,1
392,112,view,2025-02-24,1
72,87,view,2025-05-02,1
155,183,view,2025-04-03,1
190,597,purchase,2025-06-11,5
268,781,cart,2025-03-23,3
321,165,purchase,2025-02-16,5
107,90,cart,2025-04-18,3
232,455,cart,2025-02-04,3
42,238,view,2025-06-09,1
190,534,view,2025-06-28,1
371,679,cart,2025-04-16,3
139,727,purchase,2025-05-14,5
103,58,view,2025-05-17,1
171,542,view,2025-02-09,1
351,136,cart,2025-06-25,3
273,439,view,2025-04-06,1
481,679,view,2025-06-03,1
416,666,cart,2025-03-23,3
221,519,view,2025-02-06,1
213,330,cart,2025-06-29,3
341,222,purchase,2025-05-20,5
424,530,view,2025-06-15,1
407,397,view,2025-01-16,1
56,665,view,2025-01-24,1
390,311,view,2025-05-25,1
342,74,cart,2025-04-25,3
434,416,view,2025-04-05,1
102,657,view,2025-01-04,1
421,614,view,2025-02-19,1
493,335,view,2025-04-18,1
192,633,view,2025-04-12,1
499,688,cart,2025-05-11,3
310,575,view,2025-01-08,1
200,296,view,2025-01-12,1
233,84,view,2025-06-12,1
433,15,purchase,2025-03-07,5
227,527,view,2025-04-03,1
371,478,cart,2025-06-10,3
139,633,view,2025-04-24,1
344,319,cart,2025-01-18,3
305,392,view,2025-04-14,1
149,479,purchase,2025-03-27,5
115,640,view,2025-04-03,1
450,368,cart,2025-02-14,3
63,367,view,2025-05-23,1
104,288,cart,2025-05-23,3
339,378,cart,2025-02-14,3
359,692,view,2025-04-10,1
156,463,view,2025-03-03,1
273,594,cart,2025-03-25,3
6,13,view,2025-06-21,1
147,536,cart,2025-01-20,3
184,621,view,2025-06-16,1
486,270,view,2025-02-08,1
28,70,cart,2025-05-09,3
450,318,view,2025-04-18,1
38,376,purchase,2025-03-08,5
119,66,purchase,2025-02-16,5
293,701,view,2025-04-28,1
371,257,cart,2025-02-23,3
244,217,purchase,2025-05-28,5
68,450,view,2025-05-17,1
214,544,cart,2025-04-05,3
218,141,view,2025-01-28,1
177,161,view,2025-03-05,1
299,32,view,2025-02-04,1
164,423,cart,2025-02-09,3
58,260,view,2025-05-05,1
269,728,view,2025-04-12,1
308,279,view,2025-01-02,1
58,766,view,2025-05-11,1
288,610,cart,2025-01-14,3
465,542,cart,2025-04-09,3
105,505,view,2025-03-09,1
228,111,view,2025-02-16,1
247,656,view,2025-04-04,1
188,196,view,2025-02-20,1
494,570,view,2025-02-17,1
83,465,view,2025-06-04,1
186,279,view,2025-03-18,1
252,748,view,2025-05-05,1
355,443,view,2025-04-23,1
238,399,cart,2025-06-26,3
360,128,view,2025-06-01,1
184,337,cart,2025-01-10,3
284,482,view,2025-05-15,1
385,721,view,2025-04-26,1
426,186,view,2025-01-17,1
210,169,cart,2025-01-22,3
304,684,cart,2025-02-28,3
296,260,cart,2025-02-13,3
97,717,cart,2025-01-11,3
447,647,view,2025-02-11,1
460,558,cart,2025-01-23,3
456,507,cart,2025-04-28,3
472,521,purchase,2025-03-03,5
208,634,cart,2025-04-21,3
370,161,cart,2025-02-23,3
388,289,view,2025-03-23,1
422,340,purchase,2025-04-29,5
492,502,purchase,2025-04-19,5
411,106,cart,2025-04-22,3
137,475,view,2025-01-13,1
367,600,view,2025-03-09,1
400,463,cart,2025-04-17,3
184,483,cart,2025-01-27,3
76,704,cart,2025-04-25,3
287,153,view,2025-06-17,1
472,649,cart,2025-03-15,3
375,785,view,2025-04-02,1
142,149,cart,2025-03-26,3
237,188,view,2025-04-26,1
25,653,cart,2025-03-16,3
290,131,view,2025-03-25,1
67,452,view,2025-03-24,1
250,516,view,2025-05-18,1
408,491,view,2025-01-15,1
118,476,cart,2025-02-14,3
490,263,purchase,2025-03-23,5
73,538,purchase,2025-01-07,5
282,437,view,2025-06-07,1
404,138,cart,2025-03-19,3
448,778,view,2025-01-30,1
360,741,purchase,2025-04-28,5
10,781,cart,2025-06-04,3
211,637,view,2025-02-18,1
323,684,view,2025-04-11,1
152,746,view,2025-06-25,1
5,295,cart,2025-06-18,3
195,435,view,2025-03-22,1
442,275,cart,2025-01-30,3
283,588,view,2025-01-03,1
464,308,purchase,2025-02-06,5
113,726,purchase,2025-01-30,5
271,376,view,2025-02-23,1
163,158,cart,2025-04-23,3
460,204,cart,2025-03-27,3
105,661,purchase,2025-04-10,5
181,75,view,2025-03-26,1
44,380,view,2025-05-15,1
282,741,view,2025-01-08,1
175,304,view,2025-03-27,1
162,132,view,2025-03-04,1
471,570,view,2025-06-07,1
351,429,cart,2025-04-03,3
434,108,view,2025-05-18,1
340,187,cart,2025-02-18,3
140,229,view,2025-05-01,1
471,543,purchase,2025-02-08,5
132,799,purchase,2025-02-03,5
87,727,view,2025-04-12,1
176,254,purchase,2025-01-10,5
183,87,view,2025-01-09,1
368,181,cart,2025-04-06,3
129,25,view,2025-05-13,1
246,388,view,2025-06-12,1
89,222,view,2025-05-19,1
66,397,view,2025-02-11,1
158,511,view,2025-03-21,1
387,561,view,2025-04-01,1
378,440,view,2025-05-28,1
149,175,purchase,2025-06-28,5
473,311,view,2025-01-01,1
340,249,view,2025-01-11,1
433,35,view,2025-03-02,1
116,217,cart,2025-03-20,3
214,721,view,2025-06-16,1
469,672,view,2025-04-14,1
446,13,view,2025-02-17,1
481,519,view,2025-03-23,1
372,269,view,2025-01-28,1
294,638,view,2025-03-30,1
253,207,view,2025-03-16,1
143,325,view,2025-03-21,1
250,356,view,2025-02-05,1
366,90,view,2025-03-28,1
436,42,view,2025-03-11,1
463,365,purchase,2025-04-17,5
302,671,view,2025-04-16,1
25,202,cart,2025-03-11,3
277,366,view,2025-01-10,1
472,794,view,2025-01-05,1
377,288,cart,2025-01-28,3
378,603,view,2025-02-28,1
389,481,view,2025-05-17,1
70,637,view,2025-06-16,1
113,501,view,2025-04-02,1
363,286,cart,2025-03-03,3
112,424,view,2025-03-30,1
364,103,view,2025-04-17,1
303,196,cart,2025-02-07,3
471,424,purchase,2025-06-01,5
452,699,cart,2025-05-01,3
91,205,view,2025-06-20,1
18,14,cart,2025-04-20,3
149,659,cart,2025-05-24,3
476,629,cart,2025-03-07,3
227,470,cart,2025-03-07,3
214,466,purchase,2025-02-15,5
360,304,view,2025-05-29,1
151,605,view,2025-03-01,1
192,664,cart,2025-05-18,3
451,656,view,2025-05-26,1
40,110,view,2025-03-31,1
242,675,view,2025-06-18,1
138,565,cart,2025-06-13,3
345,463,view,2025-04-23,1
180,68,cart,2025-03-26,3
497,246,view,2025-03-07,1
200,389,view,2025-02-15,1
203,782,view,2025-04-28,1
61,308,view,2025-05-31,1
192,352,cart,2025-06-16,3
5,799,purchase,2025-04-05,5
378,228,cart,2025-01-04,3
237,460,view,2025-06-18,1
181,347,view,2025-01-03,1
311,325,view,2025-04-30,1
37,667,view,2025-03-15,1
56,599,view,2025-04-16,1
443,477,cart,2025-04-06,3
237,68,view,2025-02-05,1
358,187,view,2025-06-26,1
349,192,purchase,2025-01-27,5
197,213,view,2025-02-22,1
73,302,purchase,2025-02-18,5
59,428,purchase,2025-04-12,5
240,351,view,2025-01-01,1
2,147,view,2025-06-23,1
449,240,cart,2025-03-03,3
360,216,view,2025-04-09,1
188,177,view,2025-03-07,1
307,565,cart,2025-05-30,3
30,330,view,2025-06-16,1
267,561,view,2025-02-13,1
476,626,cart,2025-01-02,3
108,450,cart,2025-02-28,3
332,607,view,2025-06-05,1
423,447,view,2025-01-14,1
90,537,view,2025-01-16,1
205,644,view,2025-02-20,1
379,179,cart,2025-04-10,3
456,395,cart,2025-01-28,3
447,145,cart,2025-02-22,3
448,198,view,2025-02-21,1
445,84,view,2025-04-26,1
381,669,view,2025-06-02,1
438,85,view,2025-01-09,1
220,457,view,2025-01-11,1
378,234,view,2025-04-17,1
94,253,view,2025-02-14,1
457,72,cart,2025-03-26,3
103,223,cart,2025-01-02,3
223,276,view,2025-06-11,1
186,795,view,2025-06-19,1
469,776,purchase,2025-03-10,5
184,246,purchase,2025-05-19,5
495,341,view,2025-01-29,1
162,573,cart,2025-04-21,3
247,471,cart,2025-04-02,3
31,454,view,2025-01-05,1
52,771,view,2025-01-20,1
345,7,view,2025-04-11,1
76,188,view,2025-02-08,1
385,4,view,2025-06-09,1
439,743,purchase,2025-06-06,5
278,293,cart,2025-05-07,3
40,125,view,2025-01-01,1
101,15,view,2025-04-29,1
111,525,cart,2025-05-09,3
385,501,view,2025-01-04,1
321,240,view,2025-05-23,1
249,775,purchase,2025-06-24,5
191,360,view,2025-06-07,1
490,518,view,2025-05-14,1
182,320,view,2025-04-12,1
426,231,view,2025-05-09,1
405,30,view,2025-03-03,1
335,769,view,2025-05-13,1
209,156,view,2025-02-23,1
22,630,view,2025-02-18,1
166,705,view,2025-01-07,1
99,399,view,2025-04-10,1
493,346,view,2025-01-03,1
208,195,purchase,2025-03-17,5
8,168,view,2025-05-03,1
190,377,cart,2025-03-20,3
175,33,view,2025-06-18,1
273,751,view,2025-05-29,1
17,194,cart,2025-02-01,3
90,482,view,2025-01-12,1
141,244,cart,2025-04-14,3
145,581,view,2025-04-21,1
166,607,view,2025-01-07,1
337,589,cart,2025-06-28,3
496,171,view,2025-06-22,1
78,513,view,2025-04-05,1
429,406,cart,2025-03-06,3
262,574,purchase,2025-02-14,5
163,207,view,2025-02-03,1
366,154,view,2025-05-19,1
14,786,view,2025-06-10,1
239,48,view,2025-01-08,1
72,649,view,2025-02-14,1
445,1,cart,2025-04-14,3
143,747,view,2025-03-19,1
310,424,cart,2025-06-11,3
283,407,view,2025-02-14,1
269,107,view,2025-05-03,1
241,173,purchase,2025-06-29,5
415,506,view,2025-05-18,1
245,130,view,2025-02-12,1
163,398,view,2025-03-22,1
60,294,cart,2025-01-11,3
6,13,view,2025-06-13,1
197,447,view,2025-05-26,1
470,190,cart,2025-01-05,3
58,639,view,2025-01-31,1
305,349,cart,2025-01-16,3
407,203,view,2025-01-09,1
217,134,view,2025-01-02,1
418,771,cart,2025-02-06,3
26,697,cart,2025-03-25,3
303,264,cart,2025-02-27,3
5,66,cart,2025-03-24,3
474,480,view,2025-04-16,1
20,13,view,2025-05-16,1
390,342,view,2025-02-21,1
198,707,purchase,2025-03-16,5
59,626,purchase,2025-03-18,5
448,159,purchase,2025-03-10,5
242,580,view,2025-05-05,1
146,254,view,2025-06-29,1
388,527,view,2025-02-03,1
273,549,cart,2025-06-25,3
249,155,view,2025-04-07,1
14,486,cart,2025-06-01,3
462,432,view,2025-01-13,1
13,27,view,2025-02-19,1
391,244,view,2025-04-01,1
384,67,view,2025-01-04,1
44,542,view,2025-03-05,1
375,96,view,2025-03-15,1
399,615,view,2025-06-16,1
19,194,view,2025-01-16,1
63,647,purchase,2025-03-25,5
491,77,cart,2025-05-18,3
239,544,view,2025-04-19,1
492,39,view,2025-03-03,1
419,206,view,2025-06-10,1
337,555,purchase,2025-06-19,5
419,484,view,2025-02-13,1
403,337,view,2025-06-23,1
404,496,cart,2025-03-27,3
100,771,view,2025-03-22,1
163,249,purchase,2025-05-02,5
416,74,view,2025-04-14,1
122,373,view,2025-06-08,1
432,786,view,2025-05-13,1
44,511,purchase,2025-04-30,5
360,138,purchase,2025-05-26,5
408,457,view,2025-05-14,1
317,444,view,2025-04-16,1
381,142,view,2025-06-27,1
145,207,purchase,2025-05-07,5
327,411,view,2025-01-28,1
363,678,cart,2025-04-17,3
50,790,view,2025-01-24,1
65,538,view,2025-01-28,1
355,453,view,2025-05-26,1
288,419,cart,2025-01-04,3
164,568,purchase,2025-04-14,5
141,192,view,2025-06-26,1
454,115,view,2025-05-08,1
314,51,view,2025-05-08,1
128,369,view,2025-04-16,1
398,683,purchase,2025-06-09,5
421,780,view,2025-04-06,1
368,611,cart,2025-05-07,3
463,210,cart,2025-04-03,3
239,627,cart,2025-03-07,3
324,638,purchase,2025-02-27,5
296,435,view,2025-01-11,1
187,777,purchase,2025-04-21,5
208,227,view,2025-04-14,1
220,663,view,2025-03-06,1
400,268,cart,2025-05-08,3
190,116,view,2025-01-17,1
388,600,cart,2025-04-24,3
429,754,cart,2025-03-21,3
346,360,cart,2025-03-07,3
284,329,view,2025-04-28,1
352,40,cart,2025-04-23,3
237,182,view,2025-05-12,1
194,490,cart,2025-06-09,3
287,209,view,2025-03-12,1
259,552,view,2025-06-06,1
246,749,view,2025-03-02,1
136,382,view,2025-02-27,1
280,1,view,2025-02-22,1
271,258,view,2025-01-05,1
171,483,view,2025-04-24,1
159,588,cart,2025-03-02,3
201,92,view,2025-01-21,1
487,161,view,2025-01-14,1
45,149,view,2025-04-06,1
450,121,cart,2025-03-20,3
264,458,view,2025-03-19,1
71,763,view,2025-02-10,1
364,45,view,2025-01-16,1
371,777,view,2025-02-20,1
103,774,view,2025-01-01,1
490,234,view,2025-02-09,1
125,375,cart,2025-01-18,3
313,761,view,2025-02-03,1
464,197,view,2025-04-10,1
483,25,view,2025-05-29,1
286,395,view,2025-05-09,1
458,714,purchase,2025-06-04,5
230,785,view,2025-06-28,1
146,36,cart,2025-05-19,3
370,474,cart,2025-04-30,3
197,223,view,2025-04-12,1
373,789,purchase,2025-04-25,5
221,530,view,2025-01-14,1
423,188,cart,2025-04-02,3
60,150,view,2025-06-04,1
98,257,view,2025-05-30,1
171,654,view,2025-01-21,1
382,136,view,2025-04-30,1
173,475,view,2025-06-01,1
151,444,view,2025-01-19,1
453,418,view,2025-01-24,1
350,292,view,2025-01-26,1
390,574,view,2025-06-02,1
440,129,view,2025-02-14,1
122,341,view,2025-04-18,1
494,595,view,2025-06-06,1
108,724,view,2025-05-19,1
4,566,view,2025-01-24,1
93,687,view,2025-01-24,1
407,100,purchase,2025-01-12,5
6,39,view,2025-05-15,1
288,779,view,2025-06-17,1
106,150,view,2025-03-22,1
146,506,view,2025-04-09,1
271,690,view,2025-03-11,1
424,330,view,2025-03-20,1
378,120,view,2025-01-23,1
96,437,view,2025-05-03,1
457,219,cart,2025-02-07,3
229,123,view,2025-06-08,1
202,423,view,2025-01-29,1
212,587,cart,2025-06-21,3
6,518,view,2025-06-05,1
112,21,cart,2025-03-17,3
376,190,cart,2025-03-09,3
379,225,view,2025-01-21,1
447,615,view,2025-01-09,1
323,466,purchase,2025-02-18,5
106,99,cart,2025-04-08,3
139,363,purchase,2025-02-06,5
299,621,view,2025-01-21,1
401,693,view,2025-01-23,1
96,437,purchase,2025-05-18,5
388,56,view,2025-03-11,1
447,714,purchase,2025-05-29,5
452,22,view,2025-04-11,1
337,580,purchase,2025-01-29,5
297,604,view,2025-02-28,1
467,522,view,2025-06-17,1
389,578,purchase,2025-01-21,5
416,264,view,2025-03-27,1
214,765,view,2025-04-09,1
454,635,view,2025-03-04,1
291,38,cart,2025-02-15,3
22,123,purchase,2025-05-13,5
193,156,view,2025-01-15,1
468,301,view,2025-04-15,1
150,649,view,2025-04-21,1
368,645,cart,2025-03-24,3
247,394,view,2025-03-21,1
267,652,view,2025-06-17,1
461,594,view,2025-04-21,1
251,570,view,2025-04-17,1
490,661,purchase,2025-03-28,5
3,405,view,2025-01-04,1
393,449,view,2025-06-01,1
316,131,view,2025-02-11,1
76,69,cart,2025-04-29,3
87,368,view,2025-01-26,1
270,335,view,2025-04-16,1
225,320,view,2025-04-14,1
18,177,cart,2025-01-08,3
113,584,view,2025-03-14,1
251,782,view,2025-03-19,1
233,160,view,2025-05-28,1
329,93,view,2025-03-07,1
279,302,purchase,2025-03-09,5
202,744,view,2025-04-09,1
83,533,purchase,2025-03-19,5
125,135,view,2025-03-26,1
175,775,view,2025-03-20,1
69,111,view,2025-02-08,1
47,758,purchase,2025-02-19,5
372,283,view,2025-01-20,1
256,520,purchase,2025-03-11,5
215,796,view,2025-06-05,1
30,719,view,2025-04-27,1
281,194,cart,2025-04-22,3
412,47,purchase,2025-06-20,5
482,342,view,2025-01-28,1
237,242,view,2025-04-29,1
248,522,view,2025-04-08,1
368,370,view,2025-03-14,1
495,245,view,2025-05-31,1
25,119,view,2025-04-18,1
74,61,view,2025-06-12,1
206,164,view,2025-01-22,1
490,525,purchase,2025-01-05,5
494,272,cart,2025-03-01,3
314,720,view,2025-06-18,1
94,758,purchase,2025-06-06,5
375,133,view,2025-06-12,1
127,244,view,2025-04-24,1
425,434,view,2025-04-08,1
25,38,view,2025-02-14,1
334,568,cart,2025-04-23,3
355,319,view,2025-05-17,1
116,510,view,2025-06-28,1
48,376,view,2025-01-14,1
226,560,purchase,2025-03-10,5
266,617,cart,2025-04-24,3
99,474,cart,2025-02-25,3
459,59,view,2025-04-21,1
11,589,view,2025-04-01,1
85,499,view,2025-01-11,1
405,218,view,2025-06-07,1
214,567,view,2025-04-25,1
173,567,cart,2025-04-11,3
391,129,view,2025-06-16,1
209,383,view,2025-04-08,1
448,388,cart,2025-04-25,3
382,85,cart,2025-06-01,3
64,510,view,2025-03-21,1
258,726,view,2025-02-27,1
332,627,view,2025-01-30,1
121,437,cart,2025-06-01,3
298,293,cart,2025-03-08,3
466,49,view,2025-01-29,1
54,67,purchase,2025-02-11,5
331,787,purchase,2025-04-29,5
272,129,view,2025-03-03,1
241,29,cart,2025-06-04,3
243,343,view,2025-01-29,1
18,545,view,2025-01-29,1
483,119,view,2025-04-14,1
187,379,view,2025-02-26,1
346,382,purchase,2025-02-24,5
144,323,cart,2025-04-26,3
262,45,cart,2025-06-21,3
441,185,view,2025-05-08,1
364,30,view,2025-06-05,1
491,646,view,2025-06-14,1
431,689,view,2025-05-31,1
239,534,view,2025-03-18,1
304,241,view,2025-03-10,1
298,589,view,2025-02-27,1
76,716,view,2025-06-09,1
188,516,view,2025-03-26,1
333,635,view,2025-03-10,1
388,640,purchase,2025-04-11,5
487,557,view,2025-02-05,1
246,218,view,2025-06-09,1
130,747,cart,2025-05-08,3
474,648,purchase,2025-03-28,5
315,680,cart,2025-03-15,3
411,749,view,2025-04-03,1
283,605,view,2025-06-04,1
79,5,purchase,2025-04-09,5
72,668,cart,2025-01-24,3
263,757,view,2025-03-28,1
191,81,view,2025-03-08,1
367,611,view,2025-06-13,1
375,755,view,2025-05-22,1
430,649,view,2025-03-09,1
63,386,view,2025-06-21,1
488,575,purchase,2025-06-25,5
380,194,view,2025-04-16,1
12,628,cart,2025-04-29,3
141,625,view,2025-02-01,1
254,543,view,2025-04-30,1
43,7,view,2025-05-25,1
17,515,cart,2025-06-16,3
63,755,view,2025-06-09,1
253,568,view,2025-05-10,1
465,73,cart,2025-03-19,3
376,10,view,2025-06-19,1
292,573,purchase,2025-02-07,5
469,562,purchase,2025-02-24,5
8,122,purchase,2025-02-03,5
325,228,view,2025-02-15,1
90,513,view,2025-06-20,1
208,441,purchase,2025-05-10,5
292,38,view,2025-06-13,1
284,701,view,2025-03-11,1
118,591,cart,2025-02-05,3
349,345,view,2025-05-30,1
175,338,cart,2025-03-10,3
76,702,cart,2025-06-15,3
101,184,cart,2025-04-15,3
414,67,view,2025-02-23,1
151,703,view,2025-05-30,1
400,664,view,2025-04-22,1
270,368,view,2025-04-17,1
458,316,view,2025-06-08,1
71,497,view,2025-02-22,1
493,721,view,2025-04-27,1
180,620,view,2025-04-16,1
124,553,cart,2025-04-03,3
381,473,view,2025-02-28,1
293,115,view,2025-04-07,1
285,100,cart,2025-03-27,3
195,438,cart,2025-06-26,3
399,345,view,2025-01-27,1
228,349,view,2025-03-13,1
431,139,view,2025-05-02,1
430,324,view,2025-05-14,1
436,302,purchase,2025-06-23,5
275,294,purchase,2025-01-25,5
461,529,view,2025-04-08,1
106,292,cart,2025-05-17,3
21,74,purchase,2025-03-05,5
64,775,purchase,2025-06-08,5
165,484,view,2025-05-27,1
27,16,view,2025-04-23,1
311,526,view,2025-03-06,1
500,396,view,2025-04-08,1
285,793,view,2025-05-25,1
148,516,cart,2025-02-03,3
281,127,cart,2025-06-13,3
326,518,purchase,2025-05-21,5
319,755,view,2025-02-28,1
164,511,view,2025-03-30,1
386,423,view,2025-03-17,1
406,385,view,2025-05-29,1
224,232,purchase,2025-04-11,5
272,195,view,2025-04-20,1
146,65,cart,2025-01-06,3
453,615,view,2025-04-19,1
438,277,view,2025-01-11,1
356,670,cart,2025-03-21,3
30,224,view,2025-05-30,1
45,278,view,2025-05-19,1
275,694,view,2025-06-14,1
471,366,cart,2025-01-26,3
34,516,purchase,2025-06-03,5
141,215,cart,2025-04-16,3
427,439,purchase,2025-05-29,5
318,428,cart,2025-06-03,3
374,729,purchase,2025-01-15,5
221,396,view,2025-04-13,1
356,209,view,2025-06-12,1
22,421,view,2025-05-19,1
180,91,cart,2025-04-16,3
436,586,view,2025-03-09,1
367,227,view,2025-03-30,1
420,375,purchase,2025-06-27,5
329,500,view,2025-01-29,1
231,613,purchase,2025-03-05,5
499,460,cart,2025-06-18,3
403,577,view,2025-04-06,1
38,321,cart,2025-06-03,3
70,10,cart,2025-01-28,3
116,303,view,2025-03-25,1
239,322,cart,2025-06-25,3
335,456,cart,2025-01-23,3
441,278,view,2025-02-08,1
148,598,view,2025-03-10,1
9,538,view,2025-01-21,1
288,730,view,2025-04-30,1
388,546,view,2025-03-27,1
50,95,cart,2025-06-26,3
338,443,view,2025-04-04,1
5,107,purchase,2025-04-02,5
404,390,view,2025-06-13,1
343,760,view,2025-03-22,1
126,526,view,2025-03-26,1
75,673,purchase,2025-06-14,5
165,71,view,2025-05-07,1
278,664,view,2025-03-29,1
442,587,purchase,2025-04-04,5
324,376,view,2025-05-08,1
477,727,view,2025-02-11,1
300,368,view,2025-04-09,1
290,51,cart,2025-05-14,3
77,143,view,2025-05-16,1
298,419,view,2025-03-10,1
137,548,view,2025-02-09,1
106,500,purchase,2025-05-18,5
95,167,view,2025-01-31,1
135,387,view,2025-01-30,1
68,260,view,2025-06-28,1
147,192,view,2025-03-26,1
490,616,cart,2025-06-13,3
478,776,view,2025-03-02,1
159,588,cart,2025-01-27,3
384,158,cart,2025-02-04,3
163,758,purchase,2025-03-01,5
441,622,view,2025-02-01,1
341,222,purchase,2025-03-31,5
189,241,view,2025-05-12,1
415,491,cart,2025-04-01,3
339,202,view,2025-04-10,1
95,634,cart,2025-01-27,3
181,509,view,2025-02-16,1
288,629,cart,2025-05-14,3
322,96,purchase,2025-01-26,5
187,746,cart,2025-01-24,3
372,321,cart,2025-04-29,3
138,579,view,2025-02-13,1
130,196,view,2025-05-22,1
194,527,purchase,2025-05-21,5
316,273,cart,2025-06-03,3
472,219,view,2025-02-12,1
273,786,view,2025-02-12,1
352,659,view,2025-03-07,1
144,276,view,2025-04-20,1
16,453,view,2025-04-21,1
302,152,view,2025-06-05,1
423,347,view,2025-01-01,1
245,414,view,2025-05-20,1
415,527,view,2025-04-20,1
107,431,view,2025-06-27,1
88,379,view,2025-03-01,1
129,428,purchase,2025-06-12,5
395,84,view,2025-01-26,1
375,192,purchase,2025-06-08,5
341,41,purchase,2025-02-26,5
4,773,view,2025-05-20,1
327,309,view,2025-05-13,1
410,378,view,2025-05-15,1
367,136,view,2025-05-24,1
306,738,view,2025-02-21,1
396,106,view,2025-03-22,1
95,519,view,2025-05-29,1
209,542,view,2025-01-27,1
225,126,purchase,2025-04-21,5
459,357,view,2025-04-26,1
348,400,purchase,2025-03-20,5
480,79,view,2025-01-23,1
321,389,view,2025-05-07,1
47,579,view,2025-01-25,1
476,535,purchase,2025-05-19,5
181,701,view,2025-03-04,1
106,238,view,2025-03-26,1
199,5,purchase,2025-04-29,5
386,463,cart,2025-01-10,3
106,82,view,2025-06-27,1
280,24,purchase,2025-04-22,5
260,776,purchase,2025-05-09,5
108,405,view,2025-03-11,1
19,514,view,2025-06-07,1
410,278,purchase,2025-02-24,5
459,224,purchase,2025-04-08,5
296,584,view,2025-03-27,1
306,68,cart,2025-05-14,3
171,320,view,2025-04-15,1
331,606,view,2025-01-24,1
493,19,view,2025-03-26,1
195,640,view,2025-04-13,1
12,343,cart,2025-05-13,3
195,107,view,2025-05-15,1
490,766,view,2025-05-11,1
283,733,view,2025-05-21,1
369,45,view,2025-03-17,1
182,97,purchase,2025-05-14,5
450,52,purchase,2025-04-08,5
305,175,view,2025-02-16,1
144,338,purchase,2025-02-24,5
386,694,view,2025-02-18,1
316,353,cart,2025-01-03,3
182,238,purchase,2025-01-22,5
30,115,view,2025-02-04,1
84,348,cart,2025-01-28,3
166,1,view,2025-06-19,1
284,63,view,2025-05-20,1
281,760,view,2025-05-09,1
96,743,purchase,2025-04-10,5
381,226,view,2025-04-27,1
266,423,purchase,2025-01-23,5
444,19,purchase,2025-04-11,5
298,31,view,2025-01-28,1
296,633,view,2025-04-23,1
225,24,view,2025-04-27,1
333,211,view,2025-06-13,1
361,161,view,2025-05-05,1
374,255,purchase,2025-02-23,5
42,571,cart,2025-06-24,3
303,114,view,2025-02-25,1
421,504,view,2025-01-10,1
246,672,view,2025-05-13,1
208,220,view,2025-05-22,1
237,357,purchase,2025-06-01,5
22,631,purchase,2025-01-28,5
185,524,view,2025-01-21,1
468,242,view,2025-03-17,1
242,375,cart,2025-01-20,3
363,139,view,2025-04-25,1
283,511,view,2025-04-06,1
41,147,view,2025-02-20,1
336,182,view,2025-04-12,1
162,57,view,2025-02-09,1
160,42,view,2025-03-26,1
474,711,view,2025-03-22,1
89,184,view,2025-04-25,1
322,692,view,2025-04-18,1
12,2,view,2025-06-05,1
424,288,view,2025-01-02,1
73,138,purchase,2025-01-14,5
76,617,view,2025-01-14,1
346,512,view,2025-02-13,1
201,730,purchase,2025-02-09,5
10,225,view,2025-02-03,1
352,331,cart,2025-03-06,3
226,617,view,2025-01-18,1
176,404,view,2025-04-22,1
276,508,view,2025-02-03,1
39,127,view,2025-03-28,1
60,265,view,2025-06-26,1
66,712,view,2025-03-21,1
321,89,purchase,2025-05-04,5
435,553,view,2025-03-03,1
124,226,view,2025-05-08,1
164,105,view,2025-03-11,1
408,701,cart,2025-06-01,3
411,493,cart,2025-02-17,3
386,319,cart,2025-03-21,3
159,219,view,2025-02-08,1
57,277,view,2025-06-25,1
78,773,view,2025-03-11,1
194,341,cart,2025-03-21,3
285,452,cart,2025-01-09,3
15,369,purchase,2025-01-29,5
12,474,view,2025-06-03,1
101,190,view,2025-04-28,1
156,419,view,2025-06-15,1
340,710,view,2025-03-03,1
125,789,view,2025-06-03,1
359,495,view,2025-05-22,1
280,39,purchase,2025-06-26,5
405,162,view,2025-02-12,1
